Product_ID,Product_Code,Product_Name,MRP,PTR,PTS_Rate,Available_Stock,Stockist_ID,manufacture,Pack_Size,Scheme,HSN,Expiry_Date,GST,is_brand,ED_Code,MinQty,MaxQty
8067914,J0050111,"NUFORCE-400 TABLET-J0050111",30.98,23.6,21.24,2,756,MANKIND,1T,,,30-06-2027,0,0,ED000063988,0,0
8067911,J0050102,"NUFORCE-50 TABLET-J0050102",20.29,15.46,13.91,10,756,MANKIND,2T,,,31-01-2027,5,0,ED000143878,0,0
2695491,J0023301,"NUFORCE-CD 3 VAGINAL SUPPOSITORY-J0023301",126.56,96.43,86.79,12,756,MANKIND,"3 SUP",,,30-09-2026,5,0,ED000063991,0,0
3584002,J0023303,"NUFORCE-GM CREAM-J0023303",72.25,55.05,49.54,23,756,MANKIND,15GM,,,30-06-2027,5,0,ED000063992,0,0
1697420,J0023310,"NUGLIPTIN 50 TABLET-J0023310",168.33,128.25,115.42,5,756,RPG,15S,,,31-12-2026,5,0,ED000140909,0,0
3584004,J0023311,"NUGLIPTIN M 1000 TABLET-J0023311",226.27,172.39,155.15,4,756,RPG,15S,,,31-05-2027,5,0,ED000141207,0,0
11651147,PROD1295,"NUHENZ CAPSULE-PROD1295",377.81,287.86,259.07,48,756,LARENON,1*15,,,01-01-2027,5,0,ED000212848,1,-1
16613365,PROD6907,"NUHENZ D TABLET-PROD6907",301.88,230,207,104,756,LARENON,15,,,30-11-2026,5,0,ED000240984,1,-1
11580089,PROD1160,"NUHENZ FORTE TABLET-PROD1160",337.49,257.14,231.42,30,756,LARENON,10,,,01-01-2027,5,0,ED000180017,1,-1
1702152,J0023314,"NUHENZ-D TABLET-J0023314",201.56,153.57,138.21,1,756,LARENON,10`S,,,01-11-2026,5,0,ED000125794,0,0
1686532,J0023315,"NUHENZ-LS TABLET-J0023315",204.37,155.71,140.14,2,756,LARENON,1*10,,,01-06-2027,5,0,ED000064019,0,0
8344196,J0051116,"NUHIST CAPLET-J0051116",86.25,65.71,59.14,4,756,NULIFE,10T,,,31-08-2026,5,0,ED000064022,0,0
19882900,PROD7821,"NUHIST TABLET-PROD7821",93.75,71.43,64.29,5,756,NULIFE,10,,,30-09-2027,5,0,ED000189099,1,-1
1691263,J0023320,"NUKAST 4 SYRUP-J0023320",151.1,115.12,103.61,12,756,ZUVENTUS,"60 ML",,,31-07-2027,5,0,ED000064030,0,0
17440942,PROD7178,"NUKAST DT 4 MG TABLET-PROD7178",120.23,91.61,82.45,14,756,ZUVENTUS,10,,,31-12-2026,5,0,ED000177593,1,-1
1682526,J0023319,"NUKAST-10 TABLET-J0023319",200.45,152.72,137.45,9,756,ZUVENTUS,10T,,,28-02-2027,5,0,ED000064028,0,0
10841194,PROD509,"NULET 7.5 TABLET-PROD509",163.06,124.24,111.81,10,756,ALTEUS,15,,,30-04-2027,5,0,ED000192804,1,-1
5589167,J0039763,"NULET-1.25 TABLET-J0039763",80.31,61.19,55.07,2,756,ALTEUS,15T,,,30-06-2027,5,0,ED000162947,0,0
6413983,J0041636,"NULET-10 TABLET-J0041636",241.14,183.73,165.36,2,756,ALTEUS,15T,,,31-12-2026,5,0,ED000178043,0,0
9694436,J0043373,"NULONG-10 TABLET-J0043373",176.2,134.25,120.82,5,756,MICRO,15`S,,,30-11-2026,5,0,ED000170433,0,0
5768000,J0040235,"NULONG-5 TABLET-J0040235",99.3,75.66,68.09,11,756,MICRO,15S,,,28-02-2027,5,0,ED000173364,0,0
2912799,J0023331,"NULONG-MT 50 TABLET-J0023331",183.7,139.96,125.96,5,756,MICRO,15`S,,,31-05-2027,5,0,ED000180027,0,0
2959926,J0023333,"NULONG-OL 20 TABLET-J0023333",180,128.57,115.69,16,756,MICRO,.10S,,,31-05-2027,5,0,ED000064073,0,0
1684655,J0023334,"NULONG-OL 40 TABLET-J0023334",230.6,175.7,158.13,2,756,MICRO,10S,,,31-03-2027,5,0,ED000064074,0,0
8779936,J0051721,"NULONG-TRIO 40 TABLET-J0051721",284,202.86,182.57,1,756,MICRO,10S,,,31-05-2027,5,0,ED000141925,0,0
4147884,J0037706,"NULONG-TRIO TABLET-J0037706",172.5,131.43,98.63,12,756,MICRO,10S,,,30-04-2027,5,0,ED000064075,0,0
2695502,J0023347,"NUMLO TM TABLET-J0023347",236.44,180.14,162.13,6,756,EMCUR,15`S,,,31-05-2027,5,0,ED000142654,0,0
3584009,J0023339,"NUMLO-AT TABLET-J0023339",216.98,165.32,148.79,9,756,EMCUR,15`S,,,28-02-2027,5,0,ED000113443,0,0
2695498,J0023342,"NUMLO-D 5 TABLET-J0023342",189.89,144.68,130.21,3,756,EMCUR,15`S,,,31-07-2026,5,0,ED000125047,0,0
3584010,J0023341,"NUMLO-D TABLET-J0023341",156.94,119.57,107.61,11,756,EMCUR,1*15`S,,,31-10-2027,5,0,ED000113444,0,0
7169193,J0046752,"NUNERVE CAPSULE-J0046752",213.55,158.86,142.98,55,756,SANAT,10`S,,,30-09-2026,5,0,ED000183820,0,0
1692204,J0023354,"NUPAR DT TABLET-J0023354",60.94,46.47,41.82,3,756,Z.R.S,10`S,,,31-08-2026,5,0,ED000113445,0,0
10870728,PROD543,"NUPARA DT TABLET-PROD543",60.94,46.47,41.82,12,756,Z.R.S,10,,,31-03-2027,5,0,ED000113446,1,-1
3584012,J0023353,"NUPARA-T TABLET-J0023353",144.37,110,99,8,756,Z.R.S,1*10,"10 + 1, 5 + 9.09%",,30-09-2026,5,0,ED000121816,0,0
3584013,J0023355,"NUPATCH  200 MG PATCH-J0023355",195.05,148.61,133.75,9,756,ZYDUS,1X10,,,31-07-2027,5,0,ED000118281,0,0
6092005,J0040993,"NUPENTA 80 TABLET-J0040993",109.68,83.57,75.21,10,756,MACLEODS,10S,,,31-10-2026,5,0,ED000177028,0,0
1684126,J0023356,"NUPENTA CP CAPSULE-J0023356",285.47,217.5,195.75,11,756,MACLEODS,10S,,,31-05-2027,5,0,ED000064139,0,0
13338709,PROD2621,"NUPENTA INJECTION-PROD2621",52.97,40.36,36.32,1605,756,MACLEODS,1,,,31-08-2026,5,0,ED000064143,1,-1
17797995,PROD7364,"NUPENTA JUNIOR TABLET-PROD7364",48.75,37.14,33.43,23,756,MACLEODS,10,,,31-05-2027,5,0,ED000243766,1,-1
9673366,J0043222,"NUPENTA LS TABLET-J0043222",276.74,210.85,189.77,9,756,MACLEODS,10S,,,28-02-2027,5,0,ED000064144,0,0
2695506,J0023361,"NUPENTA TABLET-J0023361",93.51,71.25,64.13,11,756,MACLEODS,15`S,,,31-05-2028,5,0,ED000170319,0,0
1691636,J0023357,"NUPENTA-D CAPSULE-J0023357",126.32,96.24,86.62,10,756,MACLEODS,15`S,,,29-02-2028,0,0,ED000157676,0,0
2695504,J0023359,"NUPENTA-DSR CAPSULE-J0023359",205.87,156.86,141.17,5,756,MACLEODS,15S,,,30-06-2028,0,0,ED000156689,0,0
9275006,J0042573,"NUREGEN TABLET-J0042573",95,74.19,66.77,17,756,QUINCE,10`S,,,30-04-2027,5,0,ED000194259,0,0
2912800,J0023374,"NUREWIRE CAPSULE-J0023374",489,372.57,335.31,81,756,CELAGENEX,10`S,,,31-07-2027,5,0,ED000157360,0,0
13363517,PROD2647,"NURISH LOTION-PROD2647",261.56,199.28,179.35,14,756,GENERAL,"100 ML",,,30-09-2026,5,0,ED000223260,1,-1
5293197,J00469,"NURO BETA 20 TABLET-J00469",47.44,36.15,32.53,14,756,ALTEUS,"15 TAB",,,30-09-2026,5,0,ED000158836,0,0
14739044,PROD5771,"NUROCOL 500 MG TABLET-PROD5771",782.81,596.43,521.88,13,756,MICRO,10,,,31-03-2027,5,0,ED000064211,1,-1
2959927,J0023389,"NURODAY 1500 INJECTION-J0023389",157.5,120,108,12,756,"DR REDDY`S",1`S,,,31-01-2027,5,0,ED000160563,0,0
13981523,PROD3048,"NURODAY 1500 MCG PFS INJECTION-PROD3048",154.68,117.85,106.06,7,756,"DR REDDY`S","1 ML",,,30-06-2027,5,0,ED000160563,1,-1
1709037,J0023388,"NURODAY-H  TABLET-J0023388",312.89,238.39,214.55,7,756,"DR REDDY`S",10`S,,,01-12-2026,5,0,ED000064218,0,0
1695083,J0023393,"NURODENZ TABLET-J0023393",182.81,139.29,125.36,25,756,DENZAI,10`S,,,31-10-2027,5,0,ED000113451,0,0
1692529,J0023394,"NUROGAB 75 TABLET-J0023394",90.23,68.75,61.88,4,756,MACLEODS,10`S,,,31-03-2027,0,0,ED000064227,0,0
1686018,J0023397,"NUROGAB NT TABLET-J0023397",224.53,171.07,153.96,31,756,MACLEODS,10`S,,,31-10-2026,5,0,ED000064230,0,0
2695512,J0023398,"NUROGABIN TABLET-J0023398",224.21,172.96,155.67,12,756,SOLVATE,10`S,,,30-06-2027,5,0,ED000064231,0,0
9275717,J0042629,"NUROGABIN-NT 100 TABLET-J0042629",120,92.57,83.31,6,756,SOLVATE,10`S,,,31-12-2026,5,0,ED000194580,0,0
9275706,J0042628,"NUROGABIN-NT TABLET-J0042628",295.31,227.81,205.03,1,756,SOLVATE,10`S,,,31-07-2026,5,0,ED000194354,0,0
1687516,J0023399,"NUROGRAND-OD CAPSULE-J0023399",130.45,99.39,89.45,12,756,GRANDCURE,1*10,,,30-04-2027,5,0,ED000064235,0,0
14591327,PROD5281,"NUROKIND D3 TABLET-PROD5281",265.22,202.07,181.86,260,756,MANKIND,15,,,30-06-2026,5,0,ED000230960,1,-1
8067749,J0050094,"NUROKIND FORTE INJECTION-J0050094",29.94,22.81,20.53,121,756,MANKIND,2ML,,,28-02-2027,5,0,ED000064246,0,0
8067750,J0050093,"NUROKIND FORTE Z TABLET-J0050093",131,99.81,89.83,56,756,MANKIND,15T,"5 + 1, 3 + 16.67%",,31-12-2026,5,0,ED000155161,0,0
3584018,J0023404,"NUROKIND G TABLET-J0023404",181.3,138.13,138.13,43,756,MANKIND,10`S,,,30-06-2027,0,0,ED000064251,0,0
1682810,J0023407,"NUROKIND GOLD SACHET-J0023407",51.55,39.28,35.35,208,756,MANKIND,5GM,"11 + 1, 6 + 8.33%",,30-11-2026,5,0,ED000064256,0,0
14867591,PROD6140,"NUROKIND HS PFS INJECTION-PROD6140",117.18,89.28,80.35,105,756,MANKIND,1ML,,,30-11-2026,5,0,ED000233835,1,-1
1689549,J0023412,"NUROKIND NEXT CAPSULE-J0023412",147.34,112.26,101.03,95,756,MANKIND,10`S,,,31-05-2027,5,0,ED000064261,0,0
3584022,J0023414,"NUROKIND OD TABLET-J0023414",192.84,146.93,132.23,263,756,MANKIND,20`S,,,30-06-2027,5,0,ED000064264,0,0
8068770,J0050141,"NUROKIND SYRUP-J0050141",164.99,125.71,113.14,35,756,MANKIND,210ML.,,,31-12-2026,5,0,ED000064271,0,0
8067917,J0050108,"NUROKIND-500 TABLET-J0050108",65.05,49.56,44.61,11,756,MANKIND,10T,,,30-06-2026,5,0,ED000064243,0,0
1686254,J0023401,"NUROKIND-FAST DISINTEGRATING STRIP-J0023401",22.65,17.26,15.53,138,756,MANKIND,1STRIP,,,30-11-2026,5,0,ED000064245,0,0
2695515,J0023406,"NUROKIND-GOLD INJECTION-J0023406",30.55,23.28,20.95,75,756,MANKIND,2ML,"5 + 1, 3 + 16.67%",,30-09-2026,0,0,ED000064253,0,0
11059719,PROD656,"NUROKIND-GOLD RF CAPSULE-PROD656",93.66,71.36,71.36,93,756,"MANKIND PH",10,,,30-09-2025,0,0,ED000064255,1,-1
3584020,J0023410,"NUROKIND-LC INJECTION-J0023410",75.48,57.51,51.76,41,756,MANKIND,5ML,,,30-04-2027,5,0,ED000131675,0,0
2695516,J0023409,"NUROKIND-LC TABLET-J0023409",238.91,182.03,163.82,104,756,MANKIND,15`S,,,30-06-2027,5,0,ED000064259,0,0
2695517,J0023413,"NUROKIND-OD INJECTION-J0023413",29.88,22.77,20.49,107,756,MANKIND,1ML,,,31-07-2027,5,0,ED000064263,0,0
1694348,J0023415,"NUROKIND-PLUS NF INJECTION-J0023415",29.47,22.45,20.21,454,756,MANKIND,2ML,"5 + 1, 3 + 16.67%",,28-02-2027,5,0,ED000120495,0,0
3584023,J0023416,"NUROKIND-PLUS RF CAPSULE-J0023416",121.77,92.78,83.5,615,756,MANKIND,10S,"5 + 1, 3 + 16.67%",,31-12-2026,5,0,ED000113452,0,0
2690488,J0023418,"NUROKIND-Z MORE TABLET-J0023418",71.47,54.45,49.01,20,756,MANKIND,10T,,,30-11-2026,5,0,ED000152407,0,0
11643875,PROD1230,"NUROMARK GNM TABLET-PROD1230",227.91,173.64,156.28,9,756,"U H L",1*10,,,31-03-2027,5,0,ED000212805,1,-1
2695519,J0023424,"NUROMARK P TABLET-J0023424",131.25,100,90,13,756,"U H L",10`S,,,31-12-2026,5,0,ED000113454,0,0
1685690,J0023429,"NUROMARK PNT TABLET-J0023429",226.88,172.86,155.57,12,756,"U H L",1*10,,,31-07-2027,5,0,ED000064281,0,0
1691026,J0023427,"NUROMARK-1500 TABLET-J0023427",102.09,77.79,70.01,94,756,"U H L",1*10,"10 + 1, 5 + 9.09%",,31-01-2027,5,0,ED000064275,0,0
1684546,J0023428,"NUROMARK-NT TABLET-J0023428",178.13,135.71,122.14,8,756,"U H L",10*10,,,31-08-2026,5,0,ED000064279,0,0
2695524,J0023438,"NUROTROY SR TABLET-J0023438",187.17,142.61,128.35,3,756,TROIKAA,10`S,,,30-06-2026,5,0,ED000064304,0,0
9695113,J0043419,"NUSAM 200 TABLET-J0043419",454.69,346.43,311.79,8,756,SUNPDL,10`S,,,31-01-2027,5,0,ED000064342,0,0
8240721,J0050402,"NUSAM 400 TABLET-J0050402",952.5,725.71,653.14,74,756,SUNPDL,10S,,,30-06-2026,5,0,ED000064343,0,0
2695530,J0023451,"NUSAR-AM TABLET-J0023451",224.15,170.78,153.7,21,756,EMCUR,10`S,,,30-04-2027,5,0,ED000064347,0,0
1715166,J0023455,"NUSOFT KID SOAP-J0023455",156.6,119.32,107.39,10,756,MICRO,"75 GM",,,31-12-2026,5,0,ED000151126,0,0
3987366,J0037511,"NUSOWIN MOTHER KESAR BADAM POWDER-J0037511",369,281.36,253.22,37,756,WIN,200GM,,,31-01-2027,5,0,ED000163812,0,0
3703115,J0036919,"NUSOWIN POWDER-J0036919",547.23,416.95,375.25,7,756,WIN,200GM,,,31-01-2027,5,0,ED000064368,0,0
2695534,J0023458,"NUTALACT SYRUP ORAL SOLUTION-J0023458",289,220.19,198.17,13,756,RONYD,200ML,,,30-04-2027,5,0,ED000064374,0,0
1714849,J0023466,"NUTNERV FORTE CAPSULE-J0023466",206.25,157.14,157.14,27,756,NUTRATEC,10C,"10 + 1, 5 + 9.09%",,30-04-2027,5,0,ED000121819,0,0
14448941,PROD3932,"NUTRACNE FEM TABLET-PROD3932",317.61,248.05,223.25,295,756,"BRINTON PH",10,,,30-11-2026,5,0,ED000113459,1,-1
13900192,PROD2980,"NUTRAMIDE DROPS-PROD2980",71.18,54.23,48.81,15,756,CIPLA,"15 ML","9 + 1, 5 + 10%",,31-10-2026,5,0,ED000064408,1,-1
9444789,J0042837,"NUTRAMIDE SYRUP-J0042837",195.76,149.15,134.24,13,756,CIPLA,200ML,,,31-10-2025,5,0,ED000064409,0,0
11723867,PROD1358,"NUTRI EGG TABLET-PROD1358",310.54,237.14,237.14,14,756,KKK,10,,,31-01-2027,5,0,ED000213347,1,-1
2695544,J0023508,"NUTRI-RIGHT MOM CHOCOLATE POWDER-J0023508",558.57,425.58,383.02,1,756,ERIS,200GM,,,31-05-2027,0,0,ED000113476,0,0
3584038,J0023507,"NUTRI-RIGHT MOM VANILLA POWDER-J0023507",463.4,353.08,317.77,5,756,ERIS,1*200G,,,31-05-2027,5,0,ED000113477,0,0
1693416,J0023479,"NUTRICELL CAPSULE-J0023479",452.9,345.1,310.59,14,756,BHARAT,10`S,"3 + 1, 2 + 25%",,31-07-2026,5,0,ED000064434,0,0
4437524,J0038312,"NUTRIHANCE UB GOLD CAPSULE-J0038312",473.37,378.71,348.41,7,756,JUBILANT,10S,,,30-11-2026,5,0,ED000167535,0,0
4437525,J0038313,"NUTRIHANCE UB GOLD CAPSULE-J0038313",1277.8,1022.24,940.46,20,756,JUBILANT,30S,,,30-11-2026,5,0,ED000167536,0,0
17409939,PROD7150,"NUTRIKLAS TABLET-PROD7150",238.47,191.43,163.52,10,756,ALNICHE,10,,,31-07-2026,5,0,ED000064472,1,-1
3584037,J0023497,"NUTRIPRIME TABLET-J0023497",222.45,169.49,169.49,60,756,VESTAL-LQ,1*10,,,31-01-2027,5,0,ED000121820,0,0
1691659,J0023506,"NUTRIRIGHT MOM COOKIES-J0023506",530,403.81,363.43,9,756,ERIS,200GM,,,30-09-2026,0,0,ED000064489,0,0
2959930,J0023510,"NUTRITOR + TABLET-J0023510",106.6,81.22,73.1,27,756,TORWAY,10`S,,,31-12-2026,5,0,ED000175495,0,0
2959931,J0023512,"NUTRITOR FORTE  CAPSULE-J0023512",291.6,222.17,199.95,27,756,TORWAY,10`S,,,28-02-2027,5,0,ED000175496,0,0
2695548,J0023517,"NUTROLIN-B PLUS CAPSULE-J0023517",63,48,43.2,114,756,CIPLA,15`S,"10 + 1, 5 + 9.09%",,28-02-2027,5,0,ED000064523,0,0
8746901,J0051666,"NUTROLIN-B POWDER-J0051666",68.5,52.19,46.97,64,756,CIPLA,"60 ML","10 + 1, 5 + 9.09%",,28-02-2027,5,0,ED000064524,0,0
6147345,J0041119,"NUTROPATCH TABLET-J0041119",288.31,225.16,202.64,29,756,BRINTON,1*10,,,31-08-2027,5,0,ED000116332,0,0
4452266,J0038555,"NUTROPSORA CAPSULE-J0038555",290.96,227.24,204.51,1,756,BRINTON,1*10,,,31-08-2026,5,0,ED000113481,0,0
11122066,PROD716,"NUWOK O TABLET-PROD716",2526.56,1925,1732.5,3,756,WOCKHARDT,2,,,28-02-2027,5,0,ED000210373,1,-1
2695550,J0023522,"NUZIDE XL 60 TABLET-J0023522",75,57.14,51.43,16,756,INTAS,10TAB,,,31-08-2026,5,0,ED000064552,0,0
14762211,PROD5968,"NUZORB TABLET-PROD5968",264.33,201.36,181.22,2,756,OVERSEAS,15,,,28-02-2027,5,0,ED000159826,1,-1
11018834,PROD619,"NVM TABLET-PROD619",46.17,35.18,31.66,82,756,SEAGULL-2,30,,,31-01-2027,5,0,ED000064570,1,-1
5053533,J0039036,"NVM-LC TABLET-J0039036",185.63,141.43,116.42,282,756,SEAGULL-2,1*10,,,30-11-2026,5,0,ED000175376,0,0
1695491,J0023525,"NVM-M12 OD TABLET-J0023525",84.38,64.29,53.18,190,756,SEAGULL-2,"10,S",,,30-09-2026,5,0,ED000064568,0,0
1695492,J0023526,"NVM-M12 TABLET-J0023526",56.25,42.86,36.32,52,756,SEAGULL-2,10`S,,,31-10-2026,5,0,ED000064565,0,0
7429865,J0041876,"NYPA DROPS-J0041876",140.63,107.14,96.43,2,756,N.R.I,5ML,,,30-09-2026,5,0,ED000064593,0,0
2690489,J0023536,"O-ANXIT TABLET-J0023536",77.81,59.28,53.35,19,756,MACLEODS,10`S,,,31-05-2027,0,0,ED000064601,0,0
1708998,J0024597,"O-STAT 120 CAPSULE-J0024597",506.25,385.71,347.14,70,756,ARISTO,1*10,"5 + 1, 3 + 16.67%",,31-12-2026,5,0,ED000064646,0,0
2597259,J0024598,"O-STAT 60 CAPSULE-J0024598",262.5,200,180,24,756,ARISTO,10S,"5 + 1, 3 + 16.67%",,30-11-2026,5,0,ED000064647,0,0
8416197,J0051314,"O2  SUSPENSION-J0051314",77.8,59.28,40.92,56,756,MEDLEY,60ML,,,31-05-2028,5,0,ED000172292,0,0
1693737,J0023548,"O2  TABLET-J0023548",194.72,148.36,133.52,178,756,MEDLEY,10`S,,,31-03-2029,5,0,ED000064654,0,0
1693717,J0023540,"O2 DERM CREAM-J0023540",85.31,65,58.5,103,756,MEDLEY,15GM,,,31-03-2028,5,0,ED000064657,0,0
4222025,J0037882,"O2-BACT CREAM-J0037882",126.56,96.43,86.79,6,756,MEDLEY,5GM,,,30-06-2027,5,0,ED000163686,0,0
1693738,J0023549,"O2H TABLET-J0023549",121.59,92.64,83.38,38,756,MEDLEY,10`S,,,30-06-2029,5,0,ED000064658,0,0
1693739,J0023541,"O2M SUSPENSION-J0023541",77.81,59.29,53.36,124,756,MEDLEY,60ML,,,29-02-2028,5,0,ED000064659,0,0
5890565,J0040549,"OA-KING TABLET-J0040549",487.61,371.53,334.37,1,756,AKUMENTIS,10T,,,31-03-2027,5,0,ED000183848,0,0
14610021,PROD5401,"OASIS ANTI AGING & ANTI OXIDANT BLUE BERRY FACE MA-PROD5401",88.09,31.5,25.57,5,756,TWAK,1,,,31-12-2026,5,1,ED000231022,1,-1
14387650,PROD3607,"OASIS BABY WIPES-PROD3607",194.87,69,56.26,38,756,TWAK,72,,,31-12-2026,5,1,ED000229590,1,-1
14387651,PROD3608,"OASIS BABY WIPES-PROD3608",221.56,77.5,63.42,121,756,TWAK,80,,,31-12-2026,5,1,ED000229591,1,-1
14604399,PROD5367,"OASIS PURE NATURAL ICE COLOGNE WIPES-PROD5367",97.88,19.2,16,8,756,TWAK,25,,,31-03-2027,5,1,ED000230951,1,-1
14604395,PROD5363,"OASIS PURE NATURAL JASMINE WIPES-PROD5363",97.88,24,22.06,7,756,TWAK,25,,,28-02-2027,5,1,ED000230221,1,-1
14604397,PROD5365,"OASIS PURE NATURAL LAVENDER WIPES-PROD5365",97.88,19.2,16,4,756,TWAK,25,,,31-03-2027,5,1,ED000230949,1,-1
14387652,PROD3609,"OASIS PURE NATURAL LEMON WIPES-PROD3609",97.88,19.2,16,29,756,TWAK,25,,,31-03-2027,5,1,ED000229625,1,-1
14604396,PROD5364,"OASIS PURE NATURAL ROSE WIPES-PROD5364",97.88,20,16,237,756,TWAK,25,,,28-02-2027,5,1,ED000230948,1,-1
14604398,PROD5366,"OASIS PURE NATURAL SAFFRON WIPES-PROD5366",97.88,19.2,16,72,756,TWAK,25,,,31-03-2027,5,1,ED000230950,1,-1
1701706,J0032590,"OATCARE  TABLET-J0032590",632,481.52,433.37,40,756,MEDCELL,10S,,,31-12-2026,5,0,ED000187518,0,0
11849497,PROD1479,"OB CAL ZN SUSPENSION-PROD1479",165,125.71,113.14,5,756,OBSURGE,"1*200 ML","8 + 1, 4 + 11.11%",,31-12-2026,0,0,ED000215094,1,-1
13890055,PROD2936,"OB TAMPONS REGULAR AVERAGE FLOW-PROD2936",275,242.29,242.29,4,756,JOHNSON,20,,,31-05-2027,0,0,ED000165168,1,-1
2695553,J0023558,"OB-CAL 3 GRANULES-J0023558",31.17,23.75,21.38,40,756,OBSURGE,1GM,,,31-12-2025,5,0,ED000064689,0,0
3584046,J0023562,"OB-CAL TABLET-J0023562",189.38,144.29,129.86,27,756,OBSURGE,15`S,"10 + 1, 5 + 9.09%",,31-12-2026,5,0,ED000113493,0,0
2695557,J0023566,"OBEFEX 200 TABLET-J0023566",102.58,78.16,70.34,8,756,OBSURGE,"10 TAB",,,31-12-2026,0,0,ED000064702,0,0
1697914,J0023570,"OBEFEX O TABLET-J0023570",168.75,128.57,115.71,9,756,OBSURGE,10`S,,,30-04-2027,5,0,ED000064705,0,0
2695558,J0023572,"OBELIT 120 CAPSULE-J0023572",830.16,632.5,569.25,3,756,INTAS,10`S,,,28-02-2027,5,0,ED000064706,0,0
2695559,J0023576,"OBENYL TABLET-J0023576",89.06,67.87,67.87,6,756,CHARAK,30`S,,,31-08-2027,5,0,ED000064712,0,0
9311896,J0042681,"OBESAVE TABLET-J0042681",206.06,157,141.3,10,756,ERIS,10S,,,30-04-2027,0,0,ED000194625,0,0
17644543,PROD7296,"OBETAS 5 TABLET-PROD7296",178.13,135.71,122.14,9,756,TASMED,10,,,31-08-2026,5,0,ED000223570,1,-1
2597263,J0023583,"OBETOHEP-10 TABLET-J0023583",407.8,310.71,279.63,11,756,ALKEM,10S,,,30-04-2027,5,0,ED000151749,0,0
2597264,J0023584,"OBETOHEP-5 TABLET-J0023584",214.65,163.54,147.19,7,756,ALKEM,10S,,,30-06-2027,5,0,ED000151738,0,0
2597265,J0023597,"OBIMET 250 MG TABLET-J0023597",18.7,14.25,12.82,12,756,CORONA,10T,,,30-06-2026,5,0,ED000159827,0,0
2695563,J0023598,"OBIMET 500 MG TABLET-J0023598",29.75,22.67,20.4,13,756,CORONA,15,,,30-06-2028,5,0,ED000064752,0,0
1696232,J0023599,"OBIMET GX 0.5 TABLET-J0023599",83.02,63.25,56.93,13,756,CORONA,10,,,30-11-2026,5,0,ED000064757,0,0
1692550,J0023605,"OBIMET GX 1 TABLET-J0023605",202.13,154,138.6,14,756,CORONA,15`S,,,31-07-2027,0,0,ED000064759,0,0
1692551,J0023607,"OBIMET GX 2 TABLET-J0023607",232.83,177.39,159.66,3,756,CORONA,15`S,,,30-06-2027,0,0,ED000064761,0,0
1709124,J0023600,"OBIMET GX 3 TABLET-J0023600",149.3,113.75,102.38,7,756,CORONA,10T,,,30-06-2027,0,0,ED000130406,0,0
1709126,J0023602,"OBIMET GX 4 TABLET-J0023602",164.48,125.32,112.79,4,756,CORONA,10T,,,30-09-2026,5,0,ED000130407,0,0
11383977,PROD1011,"OBIMET GX DAPA 1/10/500 MG TABLET-PROD1011",109.31,83.28,74.96,4,756,CORONA,1*10,,,31-12-2026,5,0,ED000212555,1,-1
3584049,J0023604,"OBIMET GX FORTE 1 MG TABLET-J0023604",109.45,83.39,75.05,6,756,CORONA,10`S,,,31-08-2027,5,0,ED000064762,0,0
3584050,J0023606,"OBIMET GX FORTE 2 MG TABLET-J0023606",153.47,116.93,105.24,12,756,CORONA,10`S,,,30-04-2027,0,0,ED000064763,0,0
1709310,J0023601,"OBIMET GX FORTE 3 MG TABLET-J0023601",163.22,124.36,111.92,29,756,CORONA,10`S,,,31-05-2026,5,0,ED000130404,0,0
1709125,J0023603,"OBIMET GX FORTE 4 MG TABLET-J0023603",177,134.86,121.37,13,756,CORONA,10T,,,31-05-2026,5,0,ED000130405,0,0
10633383,PROD161,"OBIMET GX SITA 2/50/1000 MG TABLET-PROD161",139.22,106.07,95.47,4,756,CORONA,10,,,31-07-2027,5,0,ED000202003,1,-1
1692531,J0023608,"OBIMET SR 1 GM TABLET-J0023608",64.73,49.32,44.39,19,756,CORONA,15`S,,,30-04-2028,5,0,ED000064751,0,0
1694186,J0023610,"OBIMET SR 500 MG TABLET-J0023610",32.2,24.53,22.08,22,756,CORONA,15`S,,,31-07-2028,0,0,ED000064754,0,0
13076230,PROD2028,"OBINERV CAPSULE-PROD2028",295,224.76,202.28,3,756,MEDIORTUS,10,,,30-09-2027,5,0,ED000221391,1,-1
19988868,PROD8025,"OBIPURE 60K NANO SHOT-PROD8025",279.38,212.86,191.57,5,756,MEDIORTUS,"4*5 ML",,,30-06-2027,5,0,NULL,1,-1
13076232,PROD2030,"OBIPURE D3 SOFTGEL CAPSULE-PROD2030",117.19,89.35,80.35,11,756,MEDIORTUS,4,"10 + 1, 5 + 9.09%",,31-07-2027,5,0,ED000221403,1,-1
4452267,J0038551,"OBRIL CREAM-J0038551",645,448.22,403.4,9,756,BRINTON,20GM,,,31-12-2026,18,0,ED000064779,0,0
5920191,J0040611,"OBRIL FIRST CREAM-J0040611",699,485.75,437.17,5,756,BRINTON,20GM,,,30-06-2027,18,0,ED000157537,0,0
5920192,J0040612,"OBRIL GOLD SKIN SERUM-J0040612",845.34,660.17,660.17,20,756,BRINTON,30ML,,,28-02-2027,18,0,ED000180441,0,0
9275008,J0042575,"OBSACE ER 100 TABLET-J0042575",299.06,233.55,210.2,68,756,QUINCE,10`S,,,31-05-2027,5,0,ED000194300,0,0
